Owner,Id,Host,Locators,Availability,
<!>StartTime,Sun Jul 12 12:27:41 BST 2009,
pcs-2.1-cbb-ts01-af12-05.svr.emea.jpmchase.net-tsqprod10,cbb-ts01-af12-05(30601):37659/55801,169.93.202.151,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts01-af12-05.svr.emea.jpmchase.net-tsqprod11,cbb-ts01-af12-05(30820):37661/55846,169.93.202.151,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts01-af12-05.svr.emea.jpmchase.net-tsqprod8,cbb-ts01-af12-05(30175):37655/55718,169.93.202.151,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts01-af12-05.svr.emea.jpmchase.net-tsqprod9,cbb-ts01-af12-05(30385):37657/55758,169.93.202.151,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts01-af15-05.svr.emea.jpmchase.net-tsqprod10,cbb-ts01-af15-05(1278):43262/35416,169.93.200.107,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts01-af15-05.svr.emea.jpmchase.net-tsqprod11,cbb-ts01-af15-05(1438):43293/35439,169.93.200.107,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts01-af15-05.svr.emea.jpmchase.net-tsqprod8,cbb-ts01-af15-05(992):43248/35381,169.93.200.107,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts01-af15-05.svr.emea.jpmchase.net-tsqprod9,cbb-ts01-af15-05(1128):43250/35397,169.93.200.107,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts01-af16-05.svr.emea.jpmchase.net-tsqprod5,cbb-ts01-af16-05(24520):42169/50669,169.93.200.133,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-d10-05.svr.emea.jpmchase.net-tsqprod12,cbb-ts02-d10-05(28711):37660/52603,169.93.205.9,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-d10-05.svr.emea.jpmchase.net-tsqprod13,cbb-ts02-d10-05(28958):37662/52651,169.93.205.9,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-d10-05.svr.emea.jpmchase.net-tsqprod14,cbb-ts02-d10-05(29209):37664/52702,169.93.205.9,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-d10-05.svr.emea.jpmchase.net-tsqprod15,cbb-ts02-d10-05(29462):37667/52755,169.93.205.9,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-f05-05.svr.emea.jpmchase.net-tsqprod12,cbb-ts02-f05-05(25976):37653/51897,169.93.203.9,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-f05-05.svr.emea.jpmchase.net-tsqprod13,cbb-ts02-f05-05(26138):37655/51917,169.93.203.9,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-f05-05.svr.emea.jpmchase.net-tsqprod14,cbb-ts02-f05-05(26307):37657/51940,169.93.203.9,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-f05-05.svr.emea.jpmchase.net-tsqprod15,cbb-ts02-f05-05(26491):37659/51969,169.93.203.9,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-g10-05.svr.emea.jpmchase.net-tsqprod5,cbb-ts02-g10-05(2199):37840/53181,169.93.199.9,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-g10-05.svr.emea.jpmchase.net-tsqprod6,cbb-ts02-g10-05(2438):37842/53228,169.93.199.9,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-g10-05.svr.emea.jpmchase.net-tsqprod7,cbb-ts02-g10-05(2685):37844/53277,169.93.199.9,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-k07-05.svr.emea.jpmchase.net-tsqprod17,cbb-ts02-k07-05(26183):37441/37935,169.93.199.31,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-l08-02.svr.emea.jpmchase.net-tsqprod16,cbb-ts02-l08-02(7433):37538/40099,169.93.201.59,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-l08-02.svr.emea.jpmchase.net-tsqprod18,cbb-ts02-l08-02(7778):37542/40150,169.93.201.59,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
pcs-2.1-cbb-ts02-l08-02.svr.emea.jpmchase.net-tsqprod19,cbb-ts02-l08-02(7972):37544/40183,169.93.201.59,cbb-ts01-af16-05.svr.emea.jpmchase.net[8421];cbb-ts01-cq18-05.svr.emea.jpmchase.net[8421],present,
