Node,Name,StorageEnabled,PartitionsUnbalanced,PartitionsVulnerable,ThreadAbandonedCount,TaskBacklog,Role,Host
<!>samplingStatus,OK
<!>StatusHA, MACHINE_SAFE
<!>Cluster,itrsgroup.prod.america
<!>Connection,nysupsvr-899.itrsgroup.com:4444
16,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-900/192.168.2.207
8,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-899/192.168.2.201
5,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-899/192.168.2.201
11,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-900/192.168.2.207
12,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-900/192.168.2.207
3,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-899/192.168.2.201
6,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-899/192.168.2.201
1,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-899/192.168.2.201
7,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-899/192.168.2.201
2,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-899/192.168.2.201
17,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-900/192.168.2.207
13,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-900/192.168.2.207
9,DistributedCache,false,0,0,0,0,JMX,n/a,nysupsvr-899/192.168.2.201
4,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-899/192.168.2.201
14,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-900/192.168.2.207
10,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-900/192.168.2.207
15,DistributedCache,true,0,0,0,0,cache,n/a,nysupsvr-900/192.168.2.207
